期号,开奖日期,销售额,奖池,直选注数,直选单注奖金,组选3注数,组选3单注奖金,组选6注数,组选6单注奖金
04001,2004-11-14,,0.0,335,1000,0,,889,160
04002,2004-11-16,,0.0,415,1000,0,,1457,160
04003,2004-11-19,,0.0,485,1000,0,,1174,160
04004,2004-11-21,,0.0,545,1000,700,320,0,
04005,2004-11-22,,0.0,222,1000,0,,604,160
04006,2004-11-23,,0.0,869,1000,0,,2973,160
04007,2004-11-24,,0.0,529,1000,0,,1249,160
04008,2004-11-25,,0.0,434,1000,715,320,0,
04009,2004-11-26,,0.0,325,1000,659,320,0,
04010,2004-11-27,,0.0,669,1000,514,320,0,
04011,2004-11-28,,0.0,470,1000,0,,2060,160
04012,2004-11-29,,0.0,219,1000,0,,739,160
04013,2004-11-30,,0.0,259,1000,273,320,0,
04014,2004-12-01,,0.0,638,1000,770,320,0,
04015,2004-12-02,,0.0,789,1000,0,,1508,160
04016,2004-12-03,,0.0,489,1000,0,,0,
04017,2004-12-04,,0.0,280,1000,0,,1047,160
04018,2004-12-05,,0.0,510,1000,0,,1642,160
04019,2004-12-06,,0.0,582,1000,0,,1669,160
04020,2004-12-07,,0.0,429,1000,0,,1220,160
04021,2004-12-08,,0.0,894,1111,1297,320,0,
04022,2004-12-09,,0.0,658,1151,0,,1299,160
04023,2004-12-10,,0.0,418,1239,0,,1758,160
04024,2004-12-11,,0.0,771,1129,737,320,0,
04025,2004-12-12,,0.0,1208,1082,0,,1981,160
04026,2004-12-13,,0.0,565,1176,0,,1494,160
04027,2004-12-14,,0.0,1775,1056,1572,320,0,
04028,2004-12-15,,0.0,1185,1084,0,,2579,160
04029,2004-12-16,,0.0,1988,1050,0,,2814,160
04030,2004-12-17,,0.0,1300,1076,0,,865,160
04031,2004-12-18,,0.0,1804,1055,0,,2703,160
04032,2004-12-19,,0.0,1129,1088,0,,2280,160
04033,2004-12-20,,0.0,2094,1047,2764,320,0,
04034,2004-12-21,,0.0,2394,1041,653,320,0,
04035,2004-12-22,,0.0,1478,1067,0,,6423,160
04036,2004-12-23,,0.0,1598,1062,830,320,0,
04037,2004-12-24,,0.0,1573,1063,0,,3860,160
04038,2004-12-25,,0.0,1967,1050,0,,2969,160
04039,2004-12-26,,0.0,2472,1040,0,,1179,160
04040,2004-12-27,,0.0,1685,1059,1956,320,0,
04041,2004-12-28,,0.0,3765,1026,0,,4097,160
04042,2004-12-29,,0.0,7004,1014,0,,3248,160
04043,2004-12-30,,0.0,778,1128,0,,1649,160
04044,2004-12-31,,0.0,1818,1055,0,,2819,160
05001,2005-01-01,,0.0,1437,1069,0,,1861,160
05002,2005-01-02,,0.0,3373,1029,3313,320,0,
05003,2005-01-03,,0.0,5906,1033,0,,6594,160
05004,2005-01-04,,0.0,3476,1057,0,,3612,160
05005,2005-01-05,,0.0,4170,1047,1505,320,0,
05006,2005-01-06,,0.0,1104,1181,0,,1304,160
05007,2005-01-07,,0.0,0,,0,,0,
05008,2005-01-08,,0.0,4026,1049,0,,6428,160
05009,2005-01-09,,0.0,1175,1170,0,,1578,160
05010,2005-01-10,,0.0,2541,1078,0,,3420,160
05011,2005-01-11,,0.0,1072,1186,0,,1288,160
05012,2005-01-12,,0.0,6079,1032,0,,5909,160
05013,2005-01-13,,0.0,4176,1047,0,,4627,160
05014,2005-01-14,,0.0,5942,1033,0,,7644,160
05015,2005-01-15,,0.0,21342,1009,0,,5579,160
05016,2005-01-16,,0.0,4333,1046,5093,320,0,
05017,2005-01-17,,0.0,3351,1059,0,,5878,160
05018,2005-01-18,,0.0,2856,1070,1188,320,0,
05019,2005-01-19,,0.0,7905,1025,0,,4475,160
05020,2005-01-20,,0.0,8853,1022,2325,320,0,
05021,2005-01-21,,0.0,976,1204,289,320,0,
05022,2005-01-22,,0.0,4594,1043,0,,3791,160
05023,2005-01-23,,0.0,2786,1071,408,320,0,
05024,2005-01-24,,0.0,5753,1034,0,,9645,160
05025,2005-01-25,,0.0,3911,1051,857,320,0,
05026,2005-01-26,,0.0,4717,1042,1062,320,0,
05027,2005-01-27,,0.0,7147,1027,0,,3624,160
05028,2005-01-28,,0.0,8009,1024,0,,7336,160
05029,2005-01-29,,0.0,3632,1055,0,,793,160
05030,2005-01-30,,0.0,16358,1012,0,,4540,160
05031,2005-01-31,,0.0,6660,1030,0,,4704,160
05032,2005-02-01,,0.0,9229,1021,0,,7864,160
05033,2005-02-02,,0.0,6499,1030,0,,10866,160
05034,2005-02-03,,0.0,11324,1017,0,,6218,160
05035,2005-02-04,,0.0,4591,1043,0,,6824,160
05036,2005-02-05,,0.0,17152,1011,0,,4320,160
05037,2005-02-06,,0.0,3837,1000,0,,3274,160
05038,2005-02-07,,0.0,8450,1000,0,,3797,160
05039,2005-02-08,,0.0,5185,1000,0,,1762,160
05040,2005-02-16,,0.0,5971,1000,0,,1674,160
05041,2005-02-17,,0.0,6492,1000,4834,320,0,
05042,2005-02-18,,0.0,9309,1000,0,,5284,160
05043,2005-02-19,,0.0,10627,1000,0,,7001,160
05044,2005-02-20,,0.0,7352,1000,3019,320,0,
05045,2005-02-21,,0.0,8434,1000,888,320,0,
05046,2005-02-22,,0.0,6330,1000,2066,320,0,
05047,2005-02-23,,0.0,2925,1068,0,,2541,160
05048,2005-02-24,,0.0,17276,1011,0,,21203,160
05049,2005-02-25,,0.0,4395,1045,0,,4319,160
05050,2005-02-26,,0.0,2650,1075,0,,1470,160
05051,2005-02-27,,0.0,6494,1030,0,,5181,160
05052,2005-02-28,,0.0,15281,1013,0,,8710,160
05053,2005-03-01,,0.0,16828,1011,0,,4184,160
05054,2005-03-02,,0.0,6049,1033,0,,2281,160
05055,2005-03-03,,0.0,11282,1017,0,,1340,160
05056,2005-03-04,,0.0,47046,1004,1496,420,0,
05057,2005-03-05,,0.0,44990,1004,0,,45655,160
05058,2005-03-06,,0.0,30971,1006,5371,320,0,
05059,2005-03-07,,0.0,20433,1009,0,,4320,160
05060,2005-03-08,,0.0,3871,1051,0,,4784,160
05061,2005-03-09,,0.0,35563,1005,0,,9170,160
05062,2005-03-10,,0.0,10287,1019,0,,3724,160
05063,2005-03-11,,0.0,11008,1018,8728,320,0,
05064,2005-03-12,,0.0,1677,1119,539,320,0,
05065,2005-03-13,,0.0,4160,1048,0,,2238,160
05066,2005-03-14,,0.0,13739,1014,5295,320,0,
05067,2005-03-15,,0.0,10770,1018,0,,6379,160
05068,2005-03-16,,0.0,6604,1030,0,,6036,160
05069,2005-03-17,,0.0,6946,1028,0,,39698,160
05070,2005-03-18,,0.0,7048,1028,0,,5507,160
05071,2005-03-19,,0.0,6439,1031,0,,9540,160
05072,2005-03-20,,0.0,44703,1004,0,,44128,160
05073,2005-03-21,,0.0,16286,1012,2938,320,0,
05074,2005-03-22,,0.0,24933,1008,1213,320,0,
05075,2005-03-23,,0.0,5335,1037,6339,320,0,
05076,2005-03-24,,0.0,79117,1002,0,,38490,160
05077,2005-03-25,,0.0,6400,1000,0,,15948,160
05078,2005-03-26,,0.0,3244,1000,0,,6077,160
05079,2005-03-27,,0.0,8767,1000,3662,320,0,
05080,2005-03-28,,0.0,13555,1000,0,,8617,160
05081,2005-03-29,,0.0,12884,1000,0,,8306,160
05082,2005-03-30,,0.0,11518,1000,0,,23508,160
05083,2005-03-31,,0.0,8037,1000,0,,6358,160
05084,2005-04-01,,0.0,18794,1000,3375,320,0,
05085,2005-04-02,,0.0,10534,1000,32264,160,0,
05086,2005-04-03,,0.0,13819,1000,0,,33404,160
05087,2005-04-04,,0.0,28070,1000,58931,320,0,
05088,2005-04-05,,0.0,6004,1000,2749,320,0,
05089,2005-04-06,,0.0,23582,1000,0,,34129,160
05090,2005-04-07,,0.0,32446,1000,0,,15991,160
05091,2005-04-08,,0.0,3571,1000,0,,4034,160
05092,2005-04-09,,0.0,5484,1000,2717,320,0,
05093,2005-04-10,,0.0,24404,1000,0,,43868,160
05094,2005-04-11,,0.0,15144,1000,1387,320,0,
05095,2005-04-12,,0.0,2427,1000,0,,5425,160
05096,2005-04-13,,0.0,8281,1000,0,,22245,160
05097,2005-04-14,,0.0,26746,1000,0,,90271,160
05098,2005-04-15,,0.0,15176,1000,0,,15487,160
05099,2005-04-16,,0.0,4263,1000,0,,8640,160
05100,2005-04-17,,0.0,18556,1000,0,,19007,160
05101,2005-04-18,,0.0,12166,1000,8402,160,0,
05102,2005-04-19,,0.0,19196,1000,0,,44348,160
05103,2005-04-20,,0.0,6928,1000,0,,15744,160
05104,2005-04-21,,0.0,5665,1000,0,,13607,160
05105,2005-04-22,,0.0,35019,1000,164073,320,0,
05106,2005-04-23,,0.0,60210,1000,0,,43474,160
05107,2005-04-24,,0.0,16227,1000,19324,320,0,
05108,2005-04-25,,0.0,4536,1000,0,,7551,160
05109,2005-04-26,,0.0,6346,1000,0,,20827,160
05110,2005-04-27,,0.0,7792,1000,0,,22573,160
05111,2005-04-28,,0.0,4456,1000,0,,6413,160
05112,2005-04-29,,0.0,12912,1000,0,,39857,160
05113,2005-04-30,,0.0,14932,1000,5795,320,0,
05114,2005-05-01,,0.0,2894,1000,0,,5901,160
05115,2005-05-02,,0.0,54822,1000,170519,320,0,
05116,2005-05-03,,0.0,25432,1000,0,,17864,160
05117,2005-05-04,,0.0,8903,1000,1629,320,0,
05118,2005-05-05,,0.0,2768,1000,0,,9788,160
05119,2005-05-06,,0.0,14718,1000,0,,0,
05120,2005-05-07,,0.0,7939,1000,0,,14989,160
05121,2005-05-08,,0.0,12077,1000,0,,8614,160
05122,2005-05-09,,0.0,34423,1000,0,,97522,160
05123,2005-05-10,,0.0,7182,1000,0,,5825,160
05124,2005-05-11,,0.0,12729,1000,0,,11094,160
05125,2005-05-12,,0.0,21719,1000,0,,55494,160
05126,2005-05-13,,0.0,2901,1000,0,,8083,160
05127,2005-05-14,,0.0,11116,1000,4643,320,0,
05128,2005-05-15,,0.0,9896,1000,0,,15927,160
05129,2005-05-16,,0.0,11546,1000,8974,320,0,
05130,2005-05-17,,0.0,12801,1000,0,,24143,160
05131,2005-05-18,,0.0,7173,1000,3285,320,0,
05132,2005-05-19,,0.0,15838,1000,0,,19817,160
05133,2005-05-20,,0.0,24015,1000,0,,23554,160
05134,2005-05-21,,0.0,4629,1000,0,,19854,160
05135,2005-05-22,,0.0,146081,1000,0,,162545,160
05136,2005-05-23,,0.0,8151,1000,0,,19686,160
05137,2005-05-24,,0.0,40364,1000,0,,42041,160
05138,2005-05-25,,0.0,21868,1000,0,,36753,160
05139,2005-05-26,,0.0,18847,1000,0,,28889,160
05140,2005-05-27,,0.0,9230,1000,0,,8122,160
05141,2005-05-28,,0.0,31805,1000,0,,19713,160
05142,2005-05-29,,0.0,22001,1000,0,,23765,160
05143,2005-05-30,,0.0,4858,1000,0,,14268,160
05144,2005-05-31,,0.0,23104,1000,0,,42588,160
05145,2005-06-01,,0.0,8233,1000,0,,6514,160
05146,2005-06-02,,0.0,9244,1000,0,,25735,160
05147,2005-06-03,,0.0,9456,1000,15169,320,0,
05148,2005-06-04,,0.0,3866,1000,4994,320,0,
05149,2005-06-05,,0.0,9687,1000,1985,320,0,
05150,2005-06-06,,0.0,15668,1000,0,,43896,160
05151,2005-06-07,,0.0,19845,1000,6605,320,0,
05152,2005-06-08,,0.0,4774,1000,9563,160,0,
05153,2005-06-09,,0.0,7245,1000,0,,4868,320
05154,2005-06-10,,0.0,3632,1000,2087,320,0,
05155,2005-06-11,,0.0,39182,1000,0,,47600,160
05156,2005-06-12,,0.0,5951,1000,3154,320,0,
05157,2005-06-13,,0.0,26999,1000,0,,28772,160
05158,2005-06-14,,0.0,17111,1000,0,,22818,160
05159,2005-06-15,,0.0,18288,1000,0,,21906,160
05160,2005-06-16,,0.0,11318,1000,0,,17585,160
05161,2005-06-17,,0.0,11210,1000,5086,320,0,
05162,2005-06-18,,0.0,5960,1000,0,,14043,160
05163,2005-06-19,,0.0,16750,1000,0,,30362,160
05164,2005-06-20,,0.0,3520,1000,2264,320,0,
05165,2005-06-21,,0.0,21150,1000,0,,30363,160
05166,2005-06-22,,0.0,10597,1000,0,,16615,160
05167,2005-06-23,,0.0,4779,1000,4830,320,0,
05168,2005-06-24,,0.0,5405,1000,0,,11016,160
05169,2005-06-25,,0.0,57071,1000,0,,30018,160
05170,2005-06-26,,0.0,7800,1000,0,,19476,160
05171,2005-06-27,,0.0,4878,1000,0,,16300,160
05172,2005-06-28,,0.0,3815,1000,3114,320,0,
05173,2005-06-29,,0.0,4807,1000,0,,17203,160
05174,2005-06-30,,0.0,9334,1000,0,,14601,160
05175,2005-07-01,,0.0,3494,1000,2756,320,0,
05176,2005-07-02,,0.0,3629,1000,7110,160,0,
05177,2005-07-03,,0.0,10949,1000,0,,11480,160
05178,2005-07-04,,0.0,5400,1000,2730,320,0,
05179,2005-07-05,,0.0,26884,1000,0,,25075,160
05180,2005-07-06,,0.0,11737,1000,0,,19063,160
05181,2005-07-07,,0.0,4555,1000,0,,9672,160
05182,2005-07-08,,0.0,4876,1000,0,,14570,160
05183,2005-07-09,,0.0,6250,1000,0,,15351,160
05184,2005-07-10,,0.0,190895,1000,4541,320,0,
05185,2005-07-11,,0.0,19733,1000,0,,12335,160
05186,2005-07-12,,0.0,5999,1000,2340,320,0,
05187,2005-07-13,,0.0,49584,1000,0,,30650,160
05188,2005-07-14,,0.0,12991,1000,0,,18984,160
05189,2005-07-15,,0.0,4654,1000,0,,17752,160
05190,2005-07-16,,0.0,3652,1000,0,,16907,160
05191,2005-07-17,,0.0,9000,1000,0,,13139,160
05192,2005-07-18,,0.0,5301,1000,0,,4571,160
05193,2005-07-19,,0.0,13199,1000,0,,0,160
05194,2005-07-20,,0.0,7956,1000,4219,320,0,
05195,2005-07-21,,0.0,15788,1000,0,,21745,160
05196,2005-07-22,,0.0,7812,1000,3268,320,0,
05197,2005-07-23,,0.0,34901,1000,9405,320,0,
05198,2005-07-24,,0.0,6310,1000,0,,25072,160
05199,2005-07-25,,0.0,19917,1000,0,,4713,160
05200,2005-07-26,,0.0,7888,1000,1978,320,0,
05201,2005-07-27,,0.0,10809,1000,0,,21540,160
05202,2005-07-28,,0.0,9310,1000,3274,320,0,
05203,2005-07-29,,0.0,9505,1000,0,,12338,160
05204,2005-07-30,,0.0,11179,1000,0,,11551,160
05205,2005-07-31,,0.0,5111,1000,0,,12992,160
05206,2005-08-01,,0.0,15382,1000,0,,6764,160
05207,2005-08-02,,0.0,7649,1000,0,,10929,160
05208,2005-08-03,,0.0,6787,1000,0,,11416,160
05209,2005-08-04,,0.0,14261,1000,0,,24236,160
05210,2005-08-05,,0.0,3856,1000,0,,9975,160
05211,2005-08-06,,0.0,3255,1000,0,,4933,160
05212,2005-08-07,,0.0,10127,1000,0,,14675,160
05213,2005-08-08,,0.0,11817,1000,0,,23252,160
05214,2005-08-09,,0.0,27663,1000,0,,8642,160
05215,2005-08-10,,0.0,13793,1000,0,,8665,160
05216,2005-08-11,,0.0,8508,1000,0,,10231,160
05217,2005-08-12,,0.0,11725,1000,0,,0,
05218,2005-08-13,,0.0,10168,1000,0,,16870,160
05219,2005-08-14,,0.0,5889,1000,0,,8360,160
05220,2005-08-15,,0.0,15932,1000,0,,14239,160
05221,2005-08-16,,0.0,2870,1000,0,,4585,160
05222,2005-08-17,,0.0,6132,1000,0,,12000,160
05223,2005-08-18,,0.0,6164,1000,0,,13340,160
05224,2005-08-19,,0.0,5038,1000,0,,16437,160
05225,2005-08-20,,0.0,5159,1000,0,,11351,160
05226,2005-08-21,,0.0,330364,1000,0,,72684,160
05227,2005-08-22,,0.0,3987,1000,0,,17650,160
05228,2005-08-23,,0.0,17890,1000,0,,14827,160
05229,2005-08-24,,0.0,5186,1000,0,,14307,160
05230,2005-08-25,,0.0,5736,1000,0,,11679,160
05231,2005-08-26,,0.0,19283,1000,11051,320,0,
05232,2005-08-27,,0.0,8232,1000,0,,15779,160
05233,2005-08-28,,0.0,28028,1000,0,,16395,160
05234,2005-08-29,,0.0,51734,1000,0,,11329,320
05235,2005-08-30,,0.0,11194,1000,0,,33399,160
05236,2005-08-31,,0.0,10135,1000,0,,24008,160
05237,2005-09-01,,0.0,9754,1000,4090,320,0,
05238,2005-09-02,,0.0,35679,1000,0,,22075,160
05239,2005-09-03,,0.0,9193,1000,0,,9260,160
05240,2005-09-04,,0.0,8424,1000,0,,19111,160
05241,2005-09-05,,0.0,6578,1000,0,,15905,160
05242,2005-09-06,,0.0,16745,1000,0,,24959,160
05243,2005-09-07,,0.0,7278,1000,4402,320,0,
05244,2005-09-08,,0.0,35478,1000,0,,15479,160
05245,2005-09-09,,0.0,4257,1000,0,,14969,160
05246,2005-09-10,,0.0,3811,1000,0,,12950,160
05247,2005-09-11,,0.0,13308,1000,0,,37247,160
05248,2005-09-12,,0.0,50104,1000,0,,11699,160
05249,2005-09-13,,0.0,7644,1000,0,,16258,160
05250,2005-09-14,,0.0,10914,1000,0,,16309,160
05251,2005-09-15,,0.0,7038,1000,3481,320,0,
05252,2005-09-16,,0.0,13343,1000,0,,16222,160
05253,2005-09-17,,0.0,7894,1000,1733,320,0,
05254,2005-09-18,,0.0,6635,1000,0,,7379,160
05255,2005-09-19,,0.0,13937,1000,4521,320,0,
05256,2005-09-20,,0.0,6006,1000,0,,21733,160
05257,2005-09-21,,0.0,7496,1000,0,,23837,160
05258,2005-09-22,,0.0,4396,1000,0,,19865,160
05259,2005-09-23,,0.0,8792,1000,0,,7988,160
05260,2005-09-24,,0.0,8464,1000,0,,13898,160
05261,2005-09-25,,0.0,19708,1000,0,,19663,160
05262,2005-09-26,,0.0,10022,1000,0,,14441,160
05263,2005-09-27,,0.0,5512,1000,0,,9552,160
05264,2005-09-28,,0.0,8481,1000,0,,11389,160
05265,2005-09-29,,0.0,8004,1000,4178,320,0,
05266,2005-09-30,,0.0,7290,1000,0,,9128,160
05267,2005-10-01,,0.0,10026,1000,0,,20724,160
05268,2005-10-02,,0.0,6931,1000,2156,320,0,
05269,2005-10-03,,0.0,11219,1000,0,,45875,160
05270,2005-10-04,,0.0,5528,1000,1733,320,0,
05271,2005-10-05,,0.0,8086,1000,1286,320,0,
05272,2005-10-06,,0.0,2245,1000,0,,10156,160
05273,2005-10-07,,0.0,9170,1000,0,,15882,160
05274,2005-10-08,,0.0,2637,1000,0,,17053,160
05275,2005-10-09,,0.0,23720,1000,0,,23476,160
05276,2005-10-10,,0.0,8883,1000,0,,11088,160
05277,2005-10-11,,0.0,8928,1000,0,,14718,160
05278,2005-10-12,,0.0,5564,1000,0,,15667,160
05279,2005-10-13,,0.0,7438,1000,0,,10763,160
05280,2005-10-14,,0.0,10665,1000,3042,320,0,
05281,2005-10-15,,0.0,10424,1000,0,,20940,160
05282,2005-10-16,,0.0,6656,1000,0,,14533,160
05283,2005-10-17,,0.0,8308,1000,0,,16219,160
05284,2005-10-18,,0.0,5779,1000,0,,24076,160
05285,2005-10-19,,0.0,5346,1000,0,,20626,160
05286,2005-10-20,,0.0,6835,1000,0,,17284,160
05287,2005-10-21,,0.0,6522,1766,1704,320,0,
05288,2005-10-22,,0.0,8525,1586,0,,11373,160
05289,2005-10-23,,0.0,32751,1152,0,,18425,160
05290,2005-10-24,,0.0,12792,1390,0,,4392,160
05291,2005-10-25,,0.0,10465,1477,0,,18766,160
05292,2005-10-26,,0.0,17581,1284,0,,9901,160
05293,2005-10-27,,0.0,9533,1524,1407,320,0,
05294,2005-10-28,,0.0,8995,1555,0,,12736,160
05295,2005-10-29,,0.0,10285,1486,0,,12740,160
05296,2005-10-30,,0.0,37003,1135,0,,31417,160
05297,2005-10-31,,0.0,9523,1525,0,,9260,160
05298,2005-11-01,,0.0,19861,1251,0,,10336,160
05299,2005-11-02,,0.0,10703,1467,0,,19453,160
05300,2005-11-03,,0.0,20578,1242,2328,320,0,
05301,2005-11-04,,0.0,12967,1385,10428,160,0,
05302,2005-11-05,,0.0,14423,1346,2009,320,0,
05303,2005-11-06,,0.0,18310,1273,0,,8081,160
05304,2005-11-07,,0.0,24718,1202,0,,15831,160
05305,2005-11-08,,0.0,7039,1000,0,,20151,160
05306,2005-11-09,,0.0,17163,1000,0,,14788,160
05307,2005-11-10,,0.0,4463,1000,0,,8496,160
05308,2005-11-11,,0.0,11275,1000,0,,17369,160
05309,2005-11-12,,0.0,10124,1000,0,,27548,160
05310,2005-11-13,,0.0,9517,1000,0,,10333,160
05311,2005-11-14,,0.0,49890,1000,0,,19804,160
05312,2005-11-15,,0.0,4505,1000,0,,11405,160
05313,2005-11-16,,0.0,6911,1000,0,,19539,160
05314,2005-11-17,,0.0,6238,1000,0,,8273,160
05315,2005-11-18,,0.0,9266,1323,0,,18845,266
05316,2005-11-19,,0.0,8790,1341,0,,19845,260
05317,2005-11-20,,0.0,5457,1549,0,,31064,224
05318,2005-11-21,,0.0,38626,1077,0,,30768,225
05319,2005-11-22,,0.0,7028,1426,0,,29117,228
05320,2005-11-23,,0.0,5990,1500,0,,15013,293
05321,2005-11-24,,0.0,12648,1237,0,,27252,233
05322,2005-11-25,,0.0,10194,1294,0,,33713,219
05323,2005-11-26,,0.0,22308,1134,25291,399,0,
05324,2005-11-27,,0.0,13603,1220,0,,46715,202
05325,2005-11-28,,0.0,14177,1211,0,,28480,230
05326,2005-11-29,,0.0,8373,1358,0,,31912,222
05327,2005-11-30,,0.0,19764,1151,0,,69827,188
05328,2005-12-01,,0.0,13811,1217,0,,68710,189
05329,2005-12-02,,0.0,17076,1175,9557,529,0,
05330,2005-12-03,,0.0,11030,1271,0,,44698,204
05331,2005-12-04,,0.0,28833,1104,0,,57838,194
05332,2005-12-05,,0.0,5321,1563,0,,25893,237
05333,2005-12-06,,0.0,32256,1093,0,,46602,202
05334,2005-12-07,,0.0,22320,1134,0,,83927,183
05335,2005-12-08,,0.0,6389,1469,0,,23885,243
05336,2005-12-09,,0.0,12541,1239,0,,77283,185
05337,2005-12-10,,0.0,13176,1227,0,,46056,203
05338,2005-12-11,,0.0,36731,1081,0,,61126,192
05339,2005-12-12,,0.0,5940,1505,6739,616,0,
05340,2005-12-13,,0.0,16476,1182,0,,78629,185
05341,2005-12-14,,0.0,13355,1224,0,,33105,220
05342,2005-12-15,,0.0,12293,1244,0,,131093,175
05343,2005-12-16,,0.0,13313,1225,0,,43708,205
05344,2005-12-17,,0.0,41820,1071,9473,531,0,
05345,2005-12-18,,0.0,7936,1378,0,,48860,200
05346,2005-12-19,,0.0,11231,1267,0,,5665,673
05347,2005-12-20,,0.0,14456,1207,0,,65391,190
05348,2005-12-21,,0.0,11638,1257,5641,674,0,
05349,2005-12-22,,0.0,7205,1416,0,,40858,208
05350,2005-12-23,,0.0,18968,1158,0,,47347,202
05351,2005-12-24,,0.0,8222,1364,0,,21317,253
05352,2005-12-25,,0.0,20901,1143,0,,63364,191
05353,2005-12-26,,0.0,19449,1154,0,,62982,191
05354,2005-12-27,,0.0,9859,1304,0,,39997,210
05355,2005-12-28,,0.0,2989,2003,0,,9595,368
05356,2005-12-29,,0.0,8861,1338,0,,52202,198
05357,2005-12-30,,0.0,4278,1701,0,,40843,208
05358,2005-12-31,,0.0,16472,1182,0,,58543,194
06001,2006-01-01,,0.0,14519,1206,0,,52024,217
06002,2006-01-02,,0.0,5950,1504,8387,677,0,
06003,2006-01-03,,0.0,5060,1592,0,,18240,324
06004,2006-01-04,,0.0,54759,1054,0,,36586,241
06005,2006-01-05,,0.0,13069,1229,0,,106793,188
06006,2006-01-06,,0.0,14570,1205,0,,65924,205
06007,2006-01-07,,0.0,11471,1261,0,,64327,206
06008,2006-01-08,,0.0,16286,1184,0,,51365,218
06009,2006-01-09,,0.0,29426,1101,0,,69856,202
06010,2006-01-10,,0.0,16823,1178,0,,64363,206
06011,2006-01-11,,0.0,55873,1053,36133,403,0,
06012,2006-01-12,,0.0,23358,1128,0,,89531,193
06013,2006-01-13,,0.0,11342,1264,0,,0,
06014,2006-01-14,,0.0,17013,1176,0,,78345,198
06015,2006-01-15,,0.0,34546,1086,15438,514,0,
06016,2006-01-16,,0.0,26215,1114,0,,55830,213
06017,2006-01-17,,0.0,22123,1135,0,,46915,223
06018,2006-01-18,,0.0,5770,1519,0,,43240,229
06019,2006-01-19,,0.0,14224,1210,7131,740,0,
06020,2006-01-20,,0.0,7207,1416,0,,50128,219
06021,2006-01-21,,0.0,27482,1109,0,,128230,183
06022,2006-01-22,,0.0,26309,1114,0,,53807,215
06023,2006-01-23,,0.0,12842,1233,0,,43445,229
06024,2006-01-24,,0.0,8927,1336,0,,40880,233
06025,2006-01-25,,0.0,10157,1295,10097,617,0,
06026,2006-01-26,,0.0,7761,1391,7150,739,0,
06027,2006-01-27,,0.0,3827,1783,3971,1075,0,
06028,2006-02-05,,0.0,10560,1100,0,,69652,210
06029,2006-02-06,,0.0,11322,1100,0,,66106,210
06030,2006-02-07,,0.0,9363,1100,0,,43304,210
06031,2006-02-08,,0.0,21277,1100,0,,70271,210
06032,2006-02-09,,0.0,12445,1100,20950,420,0,
06033,2006-02-10,,0.0,9536,1100,0,,54664,210
06034,2006-02-11,,0.0,13582,1100,0,,68447,210
06035,2006-02-12,,0.0,8125,1100,0,,62892,210
06036,2006-02-13,,0.0,22670,1100,0,,54150,210
06037,2006-02-14,,0.0,30746,1100,0,,107899,210
06038,2006-02-15,,0.0,21570,1100,0,,77593,210
06039,2006-02-16,,0.0,25818,1100,0,,109776,210
06040,2006-02-17,,0.0,20364,1100,0,,82431,210
06041,2006-02-18,,0.0,18373,1100,0,,86744,210
06042,2006-02-19,,0.0,16886,1100,0,,61665,210
06043,2006-02-20,,0.0,30986,1100,37298,420,0,
06044,2006-02-21,,0.0,3881,1100,0,,66342,210
06045,2006-02-22,,0.0,7265,1100,0,,72212,210
06046,2006-02-23,,0.0,19544,1100,0,,102192,210
06047,2006-02-24,,0.0,29628,1100,0,,163404,210
06048,2006-02-25,,0.0,7999,1100,0,,150473,210
06049,2006-02-26,,0.0,18855,1100,0,,70562,210
06050,2006-02-27,,0.0,11685,1100,0,,97268,210
06051,2006-02-28,,0.0,5040,1100,0,,118323,210
06052,2006-03-01,,0.0,18825,1100,0,,80668,210
06053,2006-03-02,,0.0,7747,1100,0,,59572,210
06054,2006-03-03,,0.0,16295,1100,23232,420,0,
06055,2006-03-04,,0.0,15852,1100,0,,87901,210
06056,2006-03-05,,0.0,6557,1100,6357,420,0,
06057,2006-03-06,,0.0,16265,1100,0,,189543,210
06058,2006-03-07,,0.0,5391,1100,8209,420,0,
06059,2006-03-08,,0.0,5084,1100,6029,420,0,
06060,2006-03-09,,0.0,14423,1100,0,,83254,210
06061,2006-03-10,,0.0,6674,1100,7186,420,0,
06062,2006-03-11,,0.0,10269,1100,0,,169428,210
06063,2006-03-12,,0.0,22724,1100,0,,230844,210
06064,2006-03-13,,0.0,16541,1100,0,,118006,210
06065,2006-03-14,,0.0,16432,1100,0,,175303,210
06066,2006-03-15,,0.0,5650,1100,0,,98900,210
06067,2006-03-16,,0.0,28112,1100,0,,67875,210
06068,2006-03-17,,0.0,4178,1100,9875,420,0,
06069,2006-03-18,,0.0,5954,1100,0,,75749,210
06070,2006-03-19,,0.0,27229,1100,0,,130737,210
06071,2006-03-20,,0.0,5609,1100,7096,420,0,
06072,2006-03-21,,0.0,6174,1100,0,,84835,210
06073,2006-03-22,,0.0,4877,1100,0,,58889,210
06074,2006-03-23,,0.0,5967,1100,25537,420,0,
06075,2006-03-24,,0.0,5966,1100,7030,420,0,
06076,2006-03-25,,0.0,2579,1100,5748,420,0,
06077,2006-03-26,,0.0,5395,1100,0,,57284,210
06078,2006-03-27,,0.0,4257,1100,0,,76172,210
06079,2006-03-28,,0.0,17037,1100,0,,142701,210
06080,2006-03-29,,0.0,5498,1100,9610,420,0,
